,sentences,labels
1249,add fabrice morvan to Folk for Kids,add_to_playlist
1250,add artist John William Boone to my life's short; play fast playlist,add_to_playlist
1251,Add Sheila to enamorándose,add_to_playlist
1252,For the Classic Road Trip Songs add the entity unwelcome,add_to_playlist
1253,put once bitten twice bitten into the pulse of americana,add_to_playlist
1254,Include hohenfriedberger marsch to my Novedades Pop list.,add_to_playlist
1255,go ahead and add blowfly to my This Is Schubert list,add_to_playlist
1256,Add  Michael Balzary to mujeres y hombres y fiesta,add_to_playlist
1257,add this artist to my 80'S PARTY,add_to_playlist
1258,Add the happy elf to my Fresh Finds Fire Emoji playlist,add_to_playlist
1259,add bulat schalwowitsch okudschawa to retro pop,add_to_playlist
1260,put this album on my playlist titled dance hits,add_to_playlist
1261,Add the lady bunny album to décadas,add_to_playlist
1262,add Toi to my timeless love songs playlist,add_to_playlist
1263,I want new steps to go on the leche con chocolate list,add_to_playlist
1264,add Classic Punk by Chab,add_to_playlist
1265,add potje met vet to my electronic gaming playlis,add_to_playlist
1266,"add artist post metal to playlist
",add_to_playlist
1267,put artist Harry Burleigh on classical new releases spotify picks,add_to_playlist
1268,Include Sean Yseult in kaitlin's metal overload playlist. ,add_to_playlist
1269,ad Sabah to my Evening Groove playlist,add_to_playlist
1270,add this tune by Hal Patino to my Ambiente RnB playlist,add_to_playlist
1271,Put Kim Kibum in my the martin garrix show playlist. ,add_to_playlist
1272,add all the years to Concentración,add_to_playlist
1273,Add harlow wilcox to hip hop club bangers,add_to_playlist
1274,add manuelita to my indiespensables playlist,add_to_playlist
1275,Add dear hearts and gentle people to he Tokyo Rising playlist.,add_to_playlist
1276,Add Eef Barzelay to the Trad Folk playlist. ,add_to_playlist
1277,Incorporate a russel walder track onto gay's Funk Rock playlist. ,add_to_playlist
1278,Add a kiley dean tune to my jazz for loving couples playlist ,add_to_playlist
1279,Add this track to clásicos del hip hop español,add_to_playlist
1280,Add artist to TODO EDM,add_to_playlist
1281,add megon mcdonough indie songs for slackers to my playlist artist,add_to_playlist
1282,add det kimer nu til julefest to my playlist technical&brutal death metal,add_to_playlist
1283,Add to my list  the tune summer of love,add_to_playlist
1284,Can you add a song by Bill Frisell to my Top Latin Alternative playlist,add_to_playlist
1285,Add an album to my week end playlist,add_to_playlist
1286,add song to Women of SXSW,add_to_playlist
1287,put this track on operación bikini,add_to_playlist
1288,add this artist to my the road to punk rock playlist,add_to_playlist
1289,Can you add Through the Darkness They March to my once upon a time playlist,add_to_playlist
1290,add Tracy Chapman to Late Night Jazz,add_to_playlist
1291,for my té para tres list add cut the world,add_to_playlist
1292,Put a track into my Classic Country playlist.,add_to_playlist
1293,Add Trina to latoya's Hillary Clinton's Women's History Month Playlist.,add_to_playlist
1294,Can you put falling upstairs on my playlist entitled This Is Thomas Rhett,add_to_playlist
1295,Add a tune to my playlist Guest List Polygon,add_to_playlist
1296,Add Amir Khan to my playlist Acoustic Blues,add_to_playlist
1297,add the artist Choclair to La mejor música de BSO,add_to_playlist
1298,rate tune to 90's Baby Makers,add_to_playlist
1299,Love In Paris needs some frank farian in the playlist. ,add_to_playlist
1300,The Zen Focus playlist needs David Franj in it. ,add_to_playlist
1301,add 21 AT 33 to the playlist called wake up everybody,add_to_playlist
1302,Add your loving flame to my palylist Rock,add_to_playlist
1303,Put this song on my indiespensables playlist,add_to_playlist
1304,Add the second three years to my workout twerkout playlist,add_to_playlist
1305,Add 2012 Zwanzig Zwölf to my miami 2017 guest list,add_to_playlist
1306,I'd like johnny nash to be put into my playlist Always Pop Punk,add_to_playlist
1307,Add Raisins secs et amandes to this is new edition,add_to_playlist
1308,Add this song to Blues Roots,add_to_playlist
1309,add Yameen to the uncharted 4 nathan drake playlist,add_to_playlist
1310,Add Strong to the Metal Monday playlist,add_to_playlist
1311,I want you to put this track onto the playlist called throwback party.,add_to_playlist
1312,Add a tune to rare groove,add_to_playlist
1313,add Adam Yauch to my Spooning,add_to_playlist
1314,Add el choclo to my women of classical list,add_to_playlist
1315,Add the Spirit of Life to nação reggae,add_to_playlist
1316,Add kjetil vidar haraldstad to my para entrenar playlist. ,add_to_playlist
1317,Add teriazume to the nação reggae playlist,add_to_playlist
1318,Put a molly mcguire album in my metal talks kreator playlist. ,add_to_playlist
1319,"add artist to my playlist primavera sound 2016 barcelona
",add_to_playlist
1320,add this tune by Jim White to my playlist Rumba y más,add_to_playlist
1321,add track Nature Noise to my playlist,add_to_playlist
1322,To johnnie's funtime activity playlist add the name The Best of Guitar Shorty,add_to_playlist
1323,Can you add something by Faultline to jannie's Strength of Street Knowledge playlist,add_to_playlist
1324,Add this song to my lo que suena new york playlist,add_to_playlist
1325,matt monro newest album add to my chill out music,add_to_playlist
1326,add house afterwork to my the cave canem demos,add_to_playlist
1327,put Johnny Wakelin  on my té para tres lis,add_to_playlist
1328,put this album on r&b movement,add_to_playlist
1329,Add the name the magnificent tree to playlist this is Rosana,add_to_playlist
1330,add tune Digster Reggae,add_to_playlist
1331,Add Hanging On to my just dance by aftercluv playlist.,add_to_playlist
1332,add billy eckstine to my emotron,add_to_playlist
1333,Add my track to old school metal playlist,add_to_playlist
1334,add this tune to my Dance playlist,add_to_playlist
1335,Can jovino santos neto's album get added to my Confidence Boost playlist?,add_to_playlist
1336,Add track to Urban Poet,add_to_playlist
1337,put Anna Grigorjewna Semenowitsch in all out 00s list,add_to_playlist
1338,put Limey onto my this is astor piazzolla list,add_to_playlist
1339,Add something by Paul Whiteman to my sweet soul chillout playlist please,add_to_playlist
1340,add Chong Nee to my Spread The Gospel,add_to_playlist
1341,add artist brenda k starr to frescura indie,add_to_playlist
1342,Add Welcome to the Cruel World to my Reggae Classics,add_to_playlist
1343,add pete shelley to Is It New Wave,add_to_playlist
1344,add GodMusic to my latin dance cardio playlist,add_to_playlist
1345,add track by Klute to winifred's de camino a clase playlist,add_to_playlist
1346,move this tune by Hironobu Kageyama to my Baila Reggaeton playlist,add_to_playlist
1347,I want to add Digital Line to my playlist called Infantil,add_to_playlist
1348,Add Sorrow to my it's ok to like jazz,add_to_playlist
1349,add when ice met cream to This Is Alejandro Fernández playlist,add_to_playlist
1350,I want to add the Tim Smith album to my best of 2010's playlist,add_to_playlist
1351,Add from the ashes to my rock gaming playlist,add_to_playlist
1352,Add viktor merjanov to california rock state,add_to_playlist
1353,I would like Ignacio Figueredo's tune added to electroNOW.,add_to_playlist
1354,put Ik Tara onto pure seduction playlist,add_to_playlist
1355,add track to my playslist this is Los Fabulosos Cadillacs,add_to_playlist
1356,Add ilse delange to my journey playlist,add_to_playlist
1357,add vertexguy to Beach Vibes,add_to_playlist
1358,Add the secret wars into the digging now playlist,add_to_playlist
1359,add Of Rivers and Religion to my sexy as folk playlist,add_to_playlist
1360,Add album to all out 00s,add_to_playlist
1361,Please include danni bassan in my Perfect Concentration,add_to_playlist
1362,add this album by Bruce Dickinson onto top entrevistas my playlist,add_to_playlist
1363,Add an artist to my playlist Domingo Indie,add_to_playlist
1364,Add George Thorogood to el mejor rock en español,add_to_playlist
1365,Add Sifow to my Skatepark Punks playlist,add_to_playlist
1366,Add the name cry like a baby to my a mis niños de 30 playlist,add_to_playlist
1367,Add no more sorrow to Ultra Metal,add_to_playlist
1368,add artist rob dougan to electroNOW,add_to_playlist
1369,add Fred Knoblock to my lo-fi love playlist,add_to_playlist
1370,add album to bajo las estrellas,add_to_playlist
1371,add this album to my just dance by aftercluv playlist,add_to_playlist
1372,Add lapponia to my flamenco pa ti playlist. ,add_to_playlist
1373,Add Ace Hood to the this is aretha franklin playlist.,add_to_playlist
1374,Go to my all out 00s and add brian wilson,add_to_playlist
1375,Add to my playlist house afterwork this tune,add_to_playlist
1376,Add another song to the country playlist. ,add_to_playlist
1377,add Chris Walla to Trabajo Relax,add_to_playlist
1378,Add the album to the fantasía playlist,add_to_playlist
1379,add Georgetown University Alma Mater to my evening acoustic playlist,add_to_playlist
1380,Add robert nighthawk to Novedades Pop,add_to_playlist
1381,add tune by Leonard Cohen to road trip,add_to_playlist
1382,Add this album to Trotamundos,add_to_playlist
1383,Place this tune in workout remix,add_to_playlist
1384,add this song to cleaning,add_to_playlist
1385,Add the crabfish to my playlist called The Sleep Machine Rainforest,add_to_playlist
1386,Add this tune to The Refugee Playlist,add_to_playlist
1387,Add this artist to gretchen's Soul Revived playlist,add_to_playlist
1388,add gabrial mcnair to my Love In Paris list,add_to_playlist
1389,add this tune to my Party ¡Fiesta,add_to_playlist
1390,Add como un tatuaje to my hits of the 70s playlist,add_to_playlist
1391,Add nitti to my family favorites playlist,add_to_playlist
1392,I want to add Indestructible to my playlist a mis niños de 30,add_to_playlist
1393,put this tune on my Nothing But A Party R&B playlist,add_to_playlist
1394,Add tune to my Is It New Wave,add_to_playlist
1395,add dwele to marguerite's eurovision 2016 playlist,add_to_playlist
1396,please put the artist Matt McKenna in my This Is Shakira playlist,add_to_playlist
1397,Add a song to my playlist a peaceful rush hour,add_to_playlist
1398,add song in playlist Metal Monday,add_to_playlist
1399,add List of Rush instrumentals to This Is Lady Antebellum,add_to_playlist
1400,Can you put live in detroit on the playlist Peaceful Piano,add_to_playlist
1401,put artist Serenata onto my Massive Soca Hits list,add_to_playlist
1402,The road trip playlist needs justin utley in it. ,add_to_playlist
1403,add this album to tgif,add_to_playlist
1404,Add inconfundible to the piano in the background playlist. ,add_to_playlist
1405,put artist Emre Aydin on Happy Birthday playlist,add_to_playlist
1406,Add julian taylor to my latin dance cardio list,add_to_playlist
1407,add dimitri fampas's song to my focus now,add_to_playlist
1408,add this artist to the playlist cool jazz,add_to_playlist
1409,Add daniel zueras to lush vibes,add_to_playlist
1410,Add this album to my Adrenaline Workout.,add_to_playlist
1411,add tune to my playlist picnic in the park,add_to_playlist
1412,Add Joe McPhee to my picnic in the park play list,add_to_playlist
1413,Add another tune to my verano playlist. ,add_to_playlist
1414,The ultimate 90s needs avant que l’ombre à bercy in it.,add_to_playlist
1415,input this album onto my All Things Post list,add_to_playlist
1416,Add this song to my Indie Acoustic playlist,add_to_playlist
1417,add the artist to my indietronic playlist,add_to_playlist
1418,put jim fairchild onto spotlight spain 2016,add_to_playlist
1419,add robin trower to feminist friday playlist,add_to_playlist
1420,Can this song get added to lunchtime?,add_to_playlist
1421,Add shot forth self living to my Folk Metal Warriors playlist.,add_to_playlist
1422,add Black Ribbons to the autumn playlis,add_to_playlist
1423,add lil armstrong to my Adrenaline Workout playlist,add_to_playlist
1424,add Vicky Leandros to my piano ballads playlist,add_to_playlist
1425,I want to add michelle heaton to this is chopin,add_to_playlist
1426,Add Banana Republic to my this is puccini playlist,add_to_playlist
1427,please put Linzi Stoppard into my sxsw fresh playlist,add_to_playlist
1428,add the track by josh kear to myra's playlist with the name highway 61,add_to_playlist
1429,Put The Broken Wave on lo más dance,add_to_playlist
1430,Add elastic love to This Is Stormzy,add_to_playlist
1431,add track to my global top 50 ,add_to_playlist
1432,Add david cole to an instrumental sunday,add_to_playlist
1433,add an album in Guitar Hero Live Playlist,add_to_playlist
1434,put Edwyn Collins onto my Trabajo Relax playlist,add_to_playlist
1435,please add moon river to my metalcore playlist,add_to_playlist
1436,The workout playlist needs more chris cross,add_to_playlist
